,location,gender,rent,lowerage,upperage
8623,Neukoelln,female,550,32,46
8624,Mitte,male,600,33,51
8625,Tempelhof-Schoeneberg,unknown,450,44,54
8626,Pankow,male,700,33,43
8627,Treptow-Koepenick,male,550,22,24
8628,Charlottenburg-Wilmersdorf,unknown,800,33,54
8629,Reinickendorf,male,550,47,49
8630,Pankow,female,450,41,54
8631,Neukoelln,female,700,22,34
8632,Reinickendorf,unknown,700,22,36
8633,Steglitz-Zehlendorf,female,550,34,41
8634,Lichtenberg,female,500,30,54
8635,Reinickendorf,female,600,26,28
8636,Neukoelln,female,550,27,45
8637,Pankow,male,750,33,51
8638,Mitte,male,650,44,46
8639,Spandau,female,750,18,19
8640,Tempelhof-Schoeneberg,female,600,48,58
8641,Spandau,unknown,800,34,54
8642,Friedrichshain-Kreuzberg,female,700,45,60
8643,Friedrichshain-Kreuzberg,female,700,27,48
8644,Treptow-Koepenick,unknown,650,34,39
8645,Lichtenberg,female,750,26,49
8646,Reinickendorf,male,650,22,27
8647,Friedrichshain-Kreuzberg,male,600,26,28
8648,Tempelhof-Schoeneberg,male,450,40,43
8649,Lichtenberg,unknown,650,36,41
8650,Lichtenberg,male,800,48,60
8651,Reinickendorf,male,600,29,30
8652,Treptow-Koepenick,unknown,650,47,58
8653,Spandau,female,800,21,41
8654,Pankow,male,400,33,57
8655,Tempelhof-Schoeneberg,female,500,28,46
8656,Reinickendorf,male,550,35,50
8657,Neukoelln,unknown,550,47,48
8658,Pankow,unknown,550,32,53
8659,Reinickendorf,female,400,39,63
8660,Lichtenberg,female,450,48,69
8661,Marzahn-Hellersdorf,female,550,37,55
8662,Steglitz-Zehlendorf,unknown,400,35,51
8663,Reinickendorf,male,500,37,43
8664,Marzahn-Hellersdorf,female,750,26,36
8665,Spandau,unknown,450,33,39
8666,Tempelhof-Schoeneberg,unknown,600,40,44
8667,Pankow,unknown,750,47,70
8668,Charlottenburg-Wilmersdorf,female,650,32,51
8669,Tempelhof-Schoeneberg,female,500,38,56
8670,Charlottenburg-Wilmersdorf,female,700,22,32
8671,Treptow-Koepenick,male,700,19,38
8672,Lichtenberg,unknown,400,43,65
8673,Neukoelln,male,400,40,50
8674,Pankow,unknown,500,39,57
8675,Steglitz-Zehlendorf,male,750,48,67
8676,Neukoelln,female,400,20,43
8677,Charlottenburg-Wilmersdorf,unknown,600,24,45
8678,Steglitz-Zehlendorf,unknown,400,42,45
8679,Treptow-Koepenick,male,800,44,58
8680,Steglitz-Zehlendorf,female,650,30,48
8681,Treptow-Koepenick,male,750,19,38
8682,Marzahn-Hellersdorf,male,750,33,43
8683,Steglitz-Zehlendorf,female,650,31,54
8684,Steglitz-Zehlendorf,male,600,22,28
8685,Lichtenberg,unknown,650,48,59
8686,Tempelhof-Schoeneberg,unknown,800,38,52
8687,Reinickendorf,male,600,43,66
8688,Pankow,unknown,750,34,53
8689,Pankow,male,550,47,53
8690,Spandau,female,450,43,65
8691,Tempelhof-Schoeneberg,male,750,24,37
8692,Friedrichshain-Kreuzberg,male,650,34,41
8693,Neukoelln,female,750,38,44
8694,Pankow,unknown,800,36,43
8695,Spandau,male,500,40,57
8696,Marzahn-Hellersdorf,female,600,23,44
8697,Lichtenberg,unknown,650,35,37
8698,Friedrichshain-Kreuzberg,unknown,800,47,63
8699,Reinickendorf,male,650,22,36
8700,Tempelhof-Schoeneberg,unknown,650,18,40
8701,Charlottenburg-Wilmersdorf,male,400,19,21
8702,Marzahn-Hellersdorf,female,700,24,31
8703,Pankow,unknown,700,41,57
8704,Reinickendorf,female,450,46,53
8705,Friedrichshain-Kreuzberg,male,500,44,61
8706,Steglitz-Zehlendorf,male,500,38,39
8707,Tempelhof-Schoeneberg,female,800,34,57
8708,Mitte,unknown,500,44,62
8709,Treptow-Koepenick,female,450,40,45
8710,Charlottenburg-Wilmersdorf,male,700,48,54
8711,Neukoelln,male,450,26,35
8712,Steglitz-Zehlendorf,unknown,450,37,50
8713,Neukoelln,female,600,40,43
8714,Charlottenburg-Wilmersdorf,unknown,600,21,31
8715,Steglitz-Zehlendorf,female,650,42,50
8716,Spandau,male,550,43,53
8717,Tempelhof-Schoeneberg,female,400,36,50
8718,Treptow-Koepenick,unknown,800,30,41
8719,Pankow,female,750,24,45
8720,Friedrichshain-Kreuzberg,unknown,550,46,52
8721,Spandau,unknown,450,22,44
8722,Steglitz-Zehlendorf,male,750,32,42
8723,Neukoelln,female,600,24,31
8724,Neukoelln,male,400,40,58
8725,Pankow,female,600,35,39
8726,Reinickendorf,female,400,24,30
8727,Mitte,unknown,500,43,44
8728,Mitte,male,650,49,72
8729,Steglitz-Zehlendorf,unknown,600,22,29
8730,Neukoelln,unknown,650,29,35
8731,Mitte,female,800,34,58
8732,Lichtenberg,male,700,36,42
8733,Lichtenberg,unknown,600,42,43
8734,Spandau,unknown,800,38,41
8735,Mitte,male,650,37,50
8736,Charlottenburg-Wilmersdorf,male,400,23,31
8737,Lichtenberg,male,700,46,52
8738,Pankow,male,500,22,41
8739,Mitte,female,550,32,37
8740,Steglitz-Zehlendorf,unknown,500,21,29
8741,Tempelhof-Schoeneberg,male,500,41,58
8742,Pankow,unknown,400,37,44
8743,Treptow-Koepenick,male,750,26,50
8744,Treptow-Koepenick,female,450,38,56
8745,Pankow,unknown,800,23,31
8746,Treptow-Koepenick,unknown,750,21,36
8747,Charlottenburg-Wilmersdorf,unknown,750,31,47
8748,Charlottenburg-Wilmersdorf,unknown,750,24,25
8749,Tempelhof-Schoeneberg,male,400,19,20
8750,Charlottenburg-Wilmersdorf,female,700,28,31
8751,Steglitz-Zehlendorf,male,800,35,42
8752,Marzahn-Hellersdorf,female,700,36,59
8753,Steglitz-Zehlendorf,male,550,40,59
8754,Charlottenburg-Wilmersdorf,female,700,20,26
8755,Reinickendorf,unknown,700,44,46
8756,Mitte,female,750,34,39
8757,Tempelhof-Schoeneberg,unknown,600,42,62
8758,Pankow,female,800,42,47
8759,Pankow,unknown,550,33,52
8760,Spandau,male,450,45,48
8761,Neukoelln,male,500,19,24
8762,Lichtenberg,unknown,400,24,40
8763,Reinickendorf,male,750,26,49
8764,Mitte,male,750,24,26
8765,Reinickendorf,unknown,800,44,56
8766,Steglitz-Zehlendorf,male,700,48,72
8767,Mitte,male,800,32,44
8768,Steglitz-Zehlendorf,female,750,45,64
8769,Lichtenberg,unknown,650,36,56
8770,Pankow,female,700,38,40
8771,Neukoelln,male,650,39,52
8772,Neukoelln,unknown,750,40,45
8773,Lichtenberg,female,400,28,31
8774,Steglitz-Zehlendorf,male,600,45,61
8775,Lichtenberg,unknown,550,18,36
8776,Friedrichshain-Kreuzberg,unknown,750,44,63
8777,Spandau,female,500,38,61
8778,Charlottenburg-Wilmersdorf,female,400,45,52
8779,Reinickendorf,female,500,20,21
8780,Reinickendorf,male,600,38,62
8781,Charlottenburg-Wilmersdorf,unknown,450,49,63
8782,Treptow-Koepenick,male,550,49,52
8783,Tempelhof-Schoeneberg,female,500,35,37
8784,Spandau,female,550,37,40
8785,Neukoelln,female,450,42,51
8786,Friedrichshain-Kreuzberg,unknown,500,29,41
8787,Spandau,unknown,400,46,50
8788,Mitte,male,700,19,25
8789,Marzahn-Hellersdorf,female,600,34,53
8790,Friedrichshain-Kreuzberg,female,400,21,36
8791,Mitte,unknown,450,21,41
8792,Mitte,male,750,34,46
8793,Treptow-Koepenick,male,800,39,51
8794,Lichtenberg,unknown,750,33,34
8795,Tempelhof-Schoeneberg,female,650,27,40
8796,Marzahn-Hellersdorf,female,550,48,54
8797,Charlottenburg-Wilmersdorf,unknown,550,34,44
8798,Friedrichshain-Kreuzberg,female,600,22,44
8799,Steglitz-Zehlendorf,unknown,700,24,38
8800,Tempelhof-Schoeneberg,female,450,21,26
8801,Friedrichshain-Kreuzberg,female,400,37,51
8802,Steglitz-Zehlendorf,female,400,43,52
8803,Marzahn-Hellersdorf,male,650,39,40
8804,Steglitz-Zehlendorf,male,750,26,43
8805,Steglitz-Zehlendorf,female,700,36,39
8806,Pankow,male,500,38,44
8807,Mitte,male,550,20,22
8808,Mitte,male,450,28,35
8809,Friedrichshain-Kreuzberg,female,450,28,38
8810,Lichtenberg,female,450,40,52
8811,Treptow-Koepenick,female,600,23,35
8812,Spandau,unknown,800,29,49
8813,Marzahn-Hellersdorf,unknown,500,36,59
8814,Mitte,male,550,46,55
8815,Charlottenburg-Wilmersdorf,female,800,39,52
8816,Lichtenberg,male,500,32,56
8817,Mitte,unknown,500,42,63
8818,Neukoelln,male,800,31,34
8819,Spandau,male,750,27,44
8820,Neukoelln,male,650,36,60
8821,Neukoelln,male,550,40,49
8822,Steglitz-Zehlendorf,male,450,31,53
8823,Steglitz-Zehlendorf,unknown,750,43,45
8824,Lichtenberg,male,700,33,53
8825,Spandau,unknown,500,26,36
8826,Neukoelln,male,500,35,43
8827,Mitte,female,600,22,44
8828,Marzahn-Hellersdorf,female,450,31,48
8829,Treptow-Koepenick,female,700,48,60
8830,Charlottenburg-Wilmersdorf,unknown,650,48,66
8831,Reinickendorf,male,700,44,59
8832,Charlottenburg-Wilmersdorf,unknown,550,24,43
8833,Mitte,male,450,28,35
8834,Tempelhof-Schoeneberg,male,750,30,45
8835,Reinickendorf,female,500,30,40
8836,Steglitz-Zehlendorf,male,800,28,50
8837,Friedrichshain-Kreuzberg,unknown,500,23,36
8838,Marzahn-Hellersdorf,female,800,29,45
8839,Steglitz-Zehlendorf,unknown,600,22,42
8840,Marzahn-Hellersdorf,male,750,44,61
8841,Tempelhof-Schoeneberg,unknown,500,41,60
8842,Marzahn-Hellersdorf,unknown,600,30,51
8843,Neukoelln,unknown,650,22,25
8844,Neukoelln,male,400,42,56
8845,Steglitz-Zehlendorf,female,450,39,61
8846,Reinickendorf,female,550,29,47
8847,Tempelhof-Schoeneberg,male,400,39,42
8848,Steglitz-Zehlendorf,unknown,750,46,68
8849,Reinickendorf,male,700,48,55
8850,Marzahn-Hellersdorf,unknown,450,40,43
8851,Marzahn-Hellersdorf,female,600,41,58
8852,Charlottenburg-Wilmersdorf,unknown,500,26,37
8853,Treptow-Koepenick,male,600,28,41
8854,Reinickendorf,male,750,43,62
8855,Friedrichshain-Kreuzberg,male,700,45,55
8856,Reinickendorf,male,550,48,71
8857,Steglitz-Zehlendorf,male,650,21,44
8858,Friedrichshain-Kreuzberg,unknown,450,36,56
8859,Charlottenburg-Wilmersdorf,female,650,26,38
8860,Neukoelln,unknown,600,31,32
8861,Pankow,male,750,26,38
8862,Pankow,male,600,31,34
8863,Mitte,male,700,23,40
8864,Steglitz-Zehlendorf,unknown,700,28,29
8865,Pankow,male,500,35,47
8866,Steglitz-Zehlendorf,unknown,800,47,70
8867,Tempelhof-Schoeneberg,male,750,30,44
8868,Marzahn-Hellersdorf,female,550,47,54
8869,Neukoelln,female,700,25,33
8870,Steglitz-Zehlendorf,male,650,28,44
8871,Tempelhof-Schoeneberg,male,600,24,26
8872,Tempelhof-Schoeneberg,female,400,47,55
8873,Marzahn-Hellersdorf,male,400,29,43
8874,Steglitz-Zehlendorf,female,500,23,27
8875,Tempelhof-Schoeneberg,unknown,600,42,48
8876,Spandau,male,700,44,50
8877,Charlottenburg-Wilmersdorf,unknown,500,45,60
8878,Treptow-Koepenick,unknown,800,46,69
8879,Pankow,unknown,700,25,46
8880,Steglitz-Zehlendorf,female,450,19,40
8881,Friedrichshain-Kreuzberg,female,700,44,68
8882,Friedrichshain-Kreuzberg,female,550,36,37
8883,Tempelhof-Schoeneberg,unknown,500,40,42
8884,Reinickendorf,male,500,47,54
8885,Mitte,female,800,30,51
8886,Reinickendorf,male,800,28,34
8887,Marzahn-Hellersdorf,female,600,18,41
8888,Treptow-Koepenick,unknown,700,32,35
8889,Tempelhof-Schoeneberg,female,400,39,51
8890,Neukoelln,unknown,750,26,34
8891,Tempelhof-Schoeneberg,male,800,20,29
8892,Pankow,unknown,700,24,26
8893,Treptow-Koepenick,male,750,32,53
8894,Spandau,unknown,400,39,59
8895,Reinickendorf,unknown,650,30,38
8896,Steglitz-Zehlendorf,female,600,48,62
8897,Friedrichshain-Kreuzberg,male,700,18,37
8898,Marzahn-Hellersdorf,male,450,36,55
8899,Steglitz-Zehlendorf,female,500,41,61
8900,Treptow-Koepenick,unknown,450,43,54
8901,Treptow-Koepenick,female,750,30,46
8902,Reinickendorf,unknown,650,37,40
8903,Marzahn-Hellersdorf,female,400,46,49
8904,Tempelhof-Schoeneberg,unknown,600,45,54
8905,Charlottenburg-Wilmersdorf,male,700,33,34
8906,Charlottenburg-Wilmersdorf,female,750,43,65
8907,Lichtenberg,male,400,19,37
8908,Reinickendorf,female,500,27,43
8909,Neukoelln,female,550,47,68
8910,Marzahn-Hellersdorf,male,550,30,33
8911,Neukoelln,unknown,800,26,48
8912,Spandau,unknown,400,20,28
8913,Steglitz-Zehlendorf,female,600,46,49
8914,Tempelhof-Schoeneberg,female,450,48,64
8915,Tempelhof-Schoeneberg,female,800,48,53
8916,Tempelhof-Schoeneberg,female,650,23,31
8917,Reinickendorf,unknown,650,24,36
8918,Spandau,unknown,550,33,35
8919,Friedrichshain-Kreuzberg,female,450,39,47
8920,Steglitz-Zehlendorf,unknown,500,36,52
8921,Marzahn-Hellersdorf,unknown,750,38,43
8922,Spandau,unknown,700,31,38
8923,Pankow,male,600,31,41
8924,Treptow-Koepenick,female,400,48,66
8925,Neukoelln,female,650,19,25
8926,Marzahn-Hellersdorf,unknown,400,18,41
8927,Neukoelln,female,600,42,48
8928,Charlottenburg-Wilmersdorf,female,750,47,48
8929,Steglitz-Zehlendorf,female,550,44,61
8930,Neukoelln,unknown,400,34,40
8931,Friedrichshain-Kreuzberg,unknown,500,22,25
8932,Lichtenberg,female,650,43,48
8933,Mitte,male,800,24,48
8934,Neukoelln,male,700,24,27
8935,Tempelhof-Schoeneberg,unknown,400,44,57
8936,Charlottenburg-Wilmersdorf,unknown,550,43,67
8937,Neukoelln,female,650,21,32
8938,Tempelhof-Schoeneberg,female,500,43,58
8939,Neukoelln,female,450,24,31
8940,Mitte,female,400,20,24
8941,Marzahn-Hellersdorf,unknown,800,33,38
8942,Tempelhof-Schoeneberg,unknown,700,30,45
8943,Marzahn-Hellersdorf,female,500,42,58
8944,Charlottenburg-Wilmersdorf,female,800,30,52
8945,Lichtenberg,female,600,39,40
8946,Marzahn-Hellersdorf,female,400,27,40
8947,Charlottenburg-Wilmersdorf,unknown,650,36,48
8948,Marzahn-Hellersdorf,unknown,700,39,63
8949,Spandau,unknown,400,32,56
8950,Marzahn-Hellersdorf,female,450,44,49
8951,Marzahn-Hellersdorf,male,650,19,27
8952,Marzahn-Hellersdorf,unknown,600,48,66
8953,Neukoelln,unknown,750,19,29
8954,Charlottenburg-Wilmersdorf,unknown,800,29,39
8955,Neukoelln,male,550,23,35
8956,Reinickendorf,unknown,600,34,50
8957,Mitte,unknown,450,27,32
8958,Reinickendorf,female,800,31,44
8959,Pankow,female,450,31,53
8960,Mitte,unknown,550,29,42
8961,Reinickendorf,male,650,22,26
8962,Mitte,male,450,45,63
8963,Treptow-Koepenick,unknown,400,23,24
8964,Reinickendorf,male,750,37,47
8965,Marzahn-Hellersdorf,unknown,800,42,47
8966,Marzahn-Hellersdorf,male,650,33,43
8967,Neukoelln,unknown,450,37,49
8968,Pankow,male,800,43,62
8969,Treptow-Koepenick,male,500,48,51
8970,Spandau,unknown,550,48,51
8971,Tempelhof-Schoeneberg,male,500,20,22
8972,Lichtenberg,unknown,500,40,41
8973,Marzahn-Hellersdorf,unknown,750,43,62
8974,Tempelhof-Schoeneberg,unknown,700,47,61
8975,Friedrichshain-Kreuzberg,unknown,800,19,33
8976,Tempelhof-Schoeneberg,male,650,41,56
8977,Reinickendorf,female,450,40,46
8978,Reinickendorf,male,800,20,40
8979,Reinickendorf,female,700,46,62
8980,Lichtenberg,male,800,31,33
8981,Tempelhof-Schoeneberg,female,650,49,62
8982,Tempelhof-Schoeneberg,unknown,400,24,42
8983,Reinickendorf,female,550,39,51
8984,Mitte,male,550,26,29
8985,Friedrichshain-Kreuzberg,unknown,700,20,36
8986,Marzahn-Hellersdorf,unknown,650,23,44
8987,Pankow,unknown,400,31,54
8988,Spandau,female,700,46,51
8989,Treptow-Koepenick,unknown,750,26,46
8990,Steglitz-Zehlendorf,unknown,750,19,25
8991,Spandau,unknown,450,47,70
8992,Reinickendorf,unknown,600,48,69
8993,Tempelhof-Schoeneberg,unknown,750,38,49
8994,Treptow-Koepenick,male,700,33,44
8995,Pankow,female,600,31,50
8996,Pankow,female,550,20,31
8997,Tempelhof-Schoeneberg,unknown,750,38,53
8998,Reinickendorf,female,800,24,44
8999,Treptow-Koepenick,unknown,750,35,57
9000,Charlottenburg-Wilmersdorf,unknown,750,47,64
9001,Tempelhof-Schoeneberg,male,400,46,50
9002,Tempelhof-Schoeneberg,unknown,800,25,38
9003,Reinickendorf,female,800,18,40
9004,Friedrichshain-Kreuzberg,male,450,19,36
9005,Friedrichshain-Kreuzberg,male,400,41,60
9006,Lichtenberg,unknown,550,33,38
9007,Charlottenburg-Wilmersdorf,male,650,45,53
9008,Tempelhof-Schoeneberg,female,500,46,54
9009,Marzahn-Hellersdorf,male,400,42,50
9010,Steglitz-Zehlendorf,male,450,19,32
9011,Neukoelln,female,500,23,31
9012,Lichtenberg,unknown,400,41,48
9013,Spandau,unknown,500,44,67
9014,Tempelhof-Schoeneberg,unknown,700,32,51
9015,Tempelhof-Schoeneberg,male,700,40,41
9016,Marzahn-Hellersdorf,male,750,45,68
9017,Tempelhof-Schoeneberg,unknown,500,44,61
9018,Reinickendorf,female,400,45,49
9019,Reinickendorf,unknown,600,25,48
9020,Friedrichshain-Kreuzberg,unknown,750,36,55
9021,Steglitz-Zehlendorf,female,500,27,51
9022,Steglitz-Zehlendorf,female,550,35,59
9023,Mitte,unknown,750,33,47
9024,Friedrichshain-Kreuzberg,male,800,38,54
9025,Charlottenburg-Wilmersdorf,female,600,25,48
9026,Tempelhof-Schoeneberg,male,550,26,27
9027,Charlottenburg-Wilmersdorf,female,400,41,44
9028,Spandau,female,500,48,51
9029,Lichtenberg,male,800,37,43
9030,Treptow-Koepenick,male,600,32,45
9031,Steglitz-Zehlendorf,unknown,800,38,53
9032,Marzahn-Hellersdorf,male,700,41,52
9033,Reinickendorf,female,450,36,60
9034,Mitte,male,700,37,42
9035,Treptow-Koepenick,unknown,700,19,27
9036,Spandau,male,700,26,46
9037,Charlottenburg-Wilmersdorf,female,600,28,40
9038,Spandau,male,600,27,40
9039,Charlottenburg-Wilmersdorf,male,750,26,43
9040,Marzahn-Hellersdorf,male,800,44,65
9041,Mitte,female,700,32,51
9042,Friedrichshain-Kreuzberg,unknown,650,48,72
9043,Steglitz-Zehlendorf,unknown,700,41,59
9044,Reinickendorf,male,450,28,34
9045,Marzahn-Hellersdorf,male,800,18,39
9046,Treptow-Koepenick,female,450,39,44
9047,Tempelhof-Schoeneberg,female,500,28,31
9048,Mitte,female,700,47,51
9049,Charlottenburg-Wilmersdorf,unknown,550,41,42
9050,Spandau,male,550,41,46
9051,Charlottenburg-Wilmersdorf,unknown,550,24,27
9052,Reinickendorf,unknown,450,27,48
9053,Pankow,unknown,400,37,46
9054,Reinickendorf,female,750,48,51
9055,Friedrichshain-Kreuzberg,unknown,600,44,61
9056,Mitte,female,800,47,62
9057,Marzahn-Hellersdorf,female,500,34,56
9058,Charlottenburg-Wilmersdorf,unknown,400,18,42
9059,Marzahn-Hellersdorf,male,400,42,46
9060,Tempelhof-Schoeneberg,male,450,44,63
9061,Treptow-Koepenick,unknown,600,31,33
9062,Neukoelln,unknown,650,29,50
9063,Steglitz-Zehlendorf,male,400,23,27
9064,Reinickendorf,unknown,500,38,54
9065,Neukoelln,male,400,30,47
9066,Friedrichshain-Kreuzberg,male,450,46,49
9067,Reinickendorf,female,550,26,44
9068,Reinickendorf,female,700,19,35
9069,Lichtenberg,female,500,48,72
9070,Friedrichshain-Kreuzberg,unknown,750,39,52
9071,Spandau,female,400,41,47
9072,Tempelhof-Schoeneberg,unknown,400,42,61
9073,Pankow,male,650,24,25
9074,Steglitz-Zehlendorf,male,400,20,41
9075,Lichtenberg,female,800,29,38
9076,Reinickendorf,female,400,33,57
9077,Pankow,female,700,22,25
9078,Steglitz-Zehlendorf,male,800,23,44
9079,Steglitz-Zehlendorf,female,500,39,56
9080,Treptow-Koepenick,unknown,450,34,41
9081,Friedrichshain-Kreuzberg,unknown,400,49,58
9082,Charlottenburg-Wilmersdorf,female,700,24,26
9083,Lichtenberg,female,500,49,63
9084,Treptow-Koepenick,female,500,20,43
9085,Mitte,male,750,45,59
9086,Tempelhof-Schoeneberg,female,400,18,19
9087,Reinickendorf,unknown,700,41,57
9088,Marzahn-Hellersdorf,unknown,650,18,34
9089,Steglitz-Zehlendorf,unknown,650,21,23
9090,Mitte,unknown,650,47,53
9091,Spandau,male,650,18,39
9092,Lichtenberg,female,400,47,59
9093,Tempelhof-Schoeneberg,female,550,34,57
9094,Reinickendorf,female,600,35,46
9095,Tempelhof-Schoeneberg,female,600,32,49
9096,Treptow-Koepenick,female,650,26,45
9097,Friedrichshain-Kreuzberg,male,500,21,28
9098,Tempelhof-Schoeneberg,female,400,31,45
9099,Tempelhof-Schoeneberg,male,500,36,44
9100,Treptow-Koepenick,unknown,400,48,55
9101,Charlottenburg-Wilmersdorf,female,500,21,38
9102,Marzahn-Hellersdorf,female,700,47,65
9103,Neukoelln,female,400,23,31
9104,Marzahn-Hellersdorf,male,600,41,64
9105,Marzahn-Hellersdorf,female,550,41,64
9106,Spandau,female,550,47,56
9107,Charlottenburg-Wilmersdorf,male,450,22,40
9108,Treptow-Koepenick,female,450,27,39
9109,Pankow,male,700,47,48
9110,Friedrichshain-Kreuzberg,male,400,38,53
9111,Steglitz-Zehlendorf,unknown,450,38,41
9112,Friedrichshain-Kreuzberg,male,800,37,52
9113,Spandau,unknown,650,25,40
9114,Treptow-Koepenick,unknown,700,32,41
9115,Steglitz-Zehlendorf,female,750,32,53
9116,Marzahn-Hellersdorf,female,450,18,22
9117,Mitte,female,450,36,52
9118,Reinickendorf,male,700,24,33
9119,Reinickendorf,unknown,450,34,37
9120,Pankow,male,450,47,59
9121,Spandau,male,800,44,56
9122,Marzahn-Hellersdorf,unknown,750,37,58
9123,Neukoelln,unknown,400,35,59
9124,Spandau,male,450,48,68
9125,Marzahn-Hellersdorf,unknown,450,40,55
9126,Treptow-Koepenick,male,500,19,30
9127,Pankow,male,550,23,40
9128,Charlottenburg-Wilmersdorf,male,600,22,45
9129,Neukoelln,female,550,29,48
9130,Charlottenburg-Wilmersdorf,male,400,40,53
9131,Tempelhof-Schoeneberg,female,600,31,46
9132,Lichtenberg,male,700,30,43
9133,Marzahn-Hellersdorf,female,750,38,52
9134,Reinickendorf,unknown,450,38,59
9135,Charlottenburg-Wilmersdorf,unknown,500,20,43
9136,Treptow-Koepenick,unknown,500,39,44
9137,Charlottenburg-Wilmersdorf,female,500,22,41
9138,Tempelhof-Schoeneberg,male,600,42,56
9139,Tempelhof-Schoeneberg,unknown,550,43,59
9140,Marzahn-Hellersdorf,male,700,44,57
9141,Steglitz-Zehlendorf,female,550,32,48
9142,Lichtenberg,female,450,19,22
9143,Treptow-Koepenick,unknown,550,37,56
9144,Marzahn-Hellersdorf,unknown,500,30,37
9145,Neukoelln,unknown,400,24,46
9146,Marzahn-Hellersdorf,male,550,38,55
9147,Lichtenberg,female,600,21,45
9148,Steglitz-Zehlendorf,male,600,42,52
9149,Tempelhof-Schoeneberg,unknown,700,45,62
9150,Marzahn-Hellersdorf,male,600,36,58
9151,Spandau,unknown,500,42,43
9152,Steglitz-Zehlendorf,unknown,600,38,52
9153,Mitte,female,550,24,41
9154,Pankow,female,500,42,48
9155,Mitte,unknown,450,18,29
9156,Mitte,female,650,40,55
9157,Treptow-Koepenick,female,450,37,53
9158,Spandau,female,550,36,57
9159,Steglitz-Zehlendorf,unknown,600,27,34
9160,Friedrichshain-Kreuzberg,male,750,20,36
9161,Lichtenberg,unknown,550,25,43
9162,Lichtenberg,male,750,22,32
9163,Lichtenberg,male,750,23,44
9164,Steglitz-Zehlendorf,male,450,33,40
9165,Friedrichshain-Kreuzberg,female,650,43,46
9166,Marzahn-Hellersdorf,unknown,550,42,63
9167,Neukoelln,male,700,23,24
9168,Mitte,female,600,32,50
9169,Friedrichshain-Kreuzberg,male,800,35,41
9170,Mitte,female,450,24,34
9171,Reinickendorf,male,400,18,21
9172,Pankow,male,750,40,55
9173,Mitte,male,750,46,66
9174,Tempelhof-Schoeneberg,female,450,48,51
9175,Spandau,male,450,40,64
9176,Pankow,male,800,27,29
9177,Friedrichshain-Kreuzberg,male,650,44,49
9178,Spandau,male,600,25,33
9179,Spandau,unknown,800,49,59
9180,Tempelhof-Schoeneberg,unknown,650,30,42
9181,Neukoelln,female,450,43,44
9182,Pankow,female,400,40,48
9183,Steglitz-Zehlendorf,female,600,45,57
9184,Steglitz-Zehlendorf,male,550,22,40
9185,Marzahn-Hellersdorf,female,800,35,50
9186,Charlottenburg-Wilmersdorf,female,550,48,50
9187,Spandau,female,800,40,56
9188,Spandau,male,400,46,55
9189,Pankow,male,650,38,59
9190,Treptow-Koepenick,unknown,400,32,35
9191,Lichtenberg,male,750,38,45
9192,Reinickendorf,male,750,40,58
9193,Steglitz-Zehlendorf,male,750,48,50
9194,Charlottenburg-Wilmersdorf,male,550,40,59
9195,Treptow-Koepenick,unknown,600,23,47
9196,Marzahn-Hellersdorf,unknown,650,26,33
9197,Treptow-Koepenick,female,650,46,50
9198,Marzahn-Hellersdorf,male,400,39,56
9199,Tempelhof-Schoeneberg,unknown,450,34,42
9200,Marzahn-Hellersdorf,female,800,25,32
9201,Mitte,unknown,500,19,26
9202,Friedrichshain-Kreuzberg,male,650,44,56
9203,Treptow-Koepenick,male,750,42,60
9204,Neukoelln,male,750,42,51
9205,Lichtenberg,male,600,34,36
9206,Lichtenberg,female,550,42,55
9207,Tempelhof-Schoeneberg,male,400,38,45
9208,Marzahn-Hellersdorf,female,750,20,31
9209,Mitte,unknown,550,34,47
9210,Lichtenberg,male,650,28,49
9211,Steglitz-Zehlendorf,male,500,23,24
9212,Treptow-Koepenick,male,450,37,61
9213,Reinickendorf,male,650,23,28
9214,Reinickendorf,male,400,35,36
9215,Marzahn-Hellersdorf,male,750,31,51
9216,Mitte,female,750,43,55
9217,Marzahn-Hellersdorf,female,450,30,34
9218,Steglitz-Zehlendorf,unknown,450,26,42
9219,Tempelhof-Schoeneberg,female,500,34,55
9220,Neukoelln,male,750,32,38
9221,Tempelhof-Schoeneberg,female,450,26,43
9222,Tempelhof-Schoeneberg,male,450,33,35
9223,Neukoelln,unknown,450,47,51
9224,Lichtenberg,female,450,18,26
9225,Spandau,unknown,700,42,45
9226,Spandau,unknown,600,37,59
9227,Friedrichshain-Kreuzberg,female,750,35,58
9228,Steglitz-Zehlendorf,male,750,26,42
9229,Steglitz-Zehlendorf,female,500,32,45
9230,Steglitz-Zehlendorf,female,650,43,62
9231,Charlottenburg-Wilmersdorf,unknown,650,41,43
9232,Neukoelln,female,700,47,57
9233,Tempelhof-Schoeneberg,male,600,43,50
9234,Charlottenburg-Wilmersdorf,unknown,700,39,42
9235,Marzahn-Hellersdorf,unknown,450,43,52
9236,Charlottenburg-Wilmersdorf,female,600,36,55
9237,Reinickendorf,male,550,48,50
9238,Pankow,female,550,46,57
9239,Steglitz-Zehlendorf,unknown,800,18,34
9240,Pankow,female,800,20,44
9241,Tempelhof-Schoeneberg,male,450,35,38
9242,Spandau,male,600,19,29
9243,Pankow,female,800,22,27
9244,Treptow-Koepenick,male,600,19,37
9245,Friedrichshain-Kreuzberg,unknown,500,34,53
9246,Neukoelln,female,750,46,63
